
iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUT,Europe,Austria,2020-01-13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-14,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-15,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-16,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-17,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-421.0,-7.64,-0.81,-47.262054
AUT,Europe,Austria,2020-01-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-26,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-414.2,-5.69,0.39,-46.49868
AUT,Europe,Austria,2020-01-27,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-28,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-29,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-30,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-01-31,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-01,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-02,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-311.0,-3.41,5.62,-34.9133
AUT,Europe,Austria,2020-02-03,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-04,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-05,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-06,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-07,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-08,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-09,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-492.0,-4.48,-9.75,-55.232616
AUT,Europe,Austria,2020-02-10,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-11,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-12,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-13,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-14,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-15,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-16,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-610.0,-4.76,-6.44,-68.47946
AUT,Europe,Austria,2020-02-17,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-733.2,-5.01,-6.69,-82.310074
AUT,Europe,Austria,2020-02-24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-26,1.0,1.0,0.143,,0.0,0.0,0.112,0.112,0.016,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-27,1.0,0.0,0.143,,0.0,0.0,0.112,0.0,0.016,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-28,1.0,0.0,0.143,,0.0,0.0,0.112,0.0,0.016,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-02-29,3.0,2.0,0.429,,0.0,0.0,0.336,0.224,0.048,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-01,7.0,4.0,1.0,,0.0,0.0,0.783,0.447,0.112,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-807.0,-4.9,-4.02,-90.59496
AUT,Europe,Austria,2020-03-02,8.0,1.0,1.143,,0.0,0.0,0.895,0.112,0.128,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-03,12.0,4.0,1.714,,0.0,0.0,1.342,0.447,0.192,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-04,17.0,5.0,2.286,,0.0,0.0,1.902,0.559,0.256,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-05,23.0,6.0,3.143,,0.0,0.0,2.573,0.671,0.352,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-06,37.0,14.0,5.143,,0.0,0.0,4.139,1.566,0.575,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-07,46.0,9.0,6.143,,0.0,0.0,5.146,1.007,0.687,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-08,75.0,29.0,9.714,,0.0,0.0,8.39,3.244,1.087,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-845.8,-4.63,-2.19,-94.95071
AUT,Europe,Austria,2020-03-09,98.0,23.0,12.857,,0.0,0.0,10.962,2.573,1.438,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-10,126.0,28.0,16.286,,0.0,0.0,14.095,3.132,1.822,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-11,148.0,22.0,18.714,,0.0,0.0,16.556,2.461,2.093,,0.0,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-12,203.0,55.0,25.714,,0.0,0.0,22.708,6.152,2.876,,0.0,0.0,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-13,311.0,108.0,39.143,,0.0,0.0,34.789,12.081,4.379,,0.0,0.0,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-14,407.0,96.0,51.571,1.0,1.0,0.143,45.528,10.739,5.769,0.112,0.112,0.016,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-15,588.0,181.0,73.286,1.0,0.0,0.143,65.775,20.247,8.198,0.112,0.0,0.016,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-862.39996,-4.32,-0.96,-96.81424
AUT,Europe,Austria,2020-03-16,771.0,183.0,96.143,2.0,1.0,0.286,86.245,20.471,10.755,0.224,0.112,0.032,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-17,941.0,170.0,116.429,3.0,1.0,0.429,105.262,19.016,13.024,0.336,0.112,0.048,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-18,976.0,35.0,118.286,6.0,3.0,0.857,109.177,3.915,13.232,0.671,0.336,0.096,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-19,1016.0,40.0,116.143,7.0,1.0,1.0,113.651,4.474,12.992,0.783,0.112,0.112,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-20,1045.0,29.0,104.857,10.0,3.0,1.429,116.895,3.244,11.729,1.119,0.336,0.16,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-21,1079.0,34.0,96.0,12.0,2.0,1.571,120.699,3.803,10.739,1.342,0.224,0.176,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AUT,Europe,Austria,2020-03-22,1132.0,53.0,77.714,15.0,3.0,2.0,126.627,5.929,8.693,1.678,0.336,0.224,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,-651.6,-3.02,13.03,-73.149536
